Time_d	TIME	Height	Neck Radius	Neck_Height	Pinch_Diax	Pinch_Diay	Pinch_Dia_Avg	Pinch_Height
8.38582e-08	0.0001	3.49996	0.0919153	2.50667	3	1	-4.50433	-1.75216	8.00428
1.67716e-07	0.0002	3.49996	0.0929799	2.50667	3	1	-4.50433	-1.75216	8.00428
2.51575e-07	0.0003	3.49996	0.0940525	2.50667	3	1	-4.50433	-1.75216	8.00428
3.35433e-07	0.0004	3.49996	0.0949356	2.50667	3	1	-4.50433	-1.75216	8.00428
4.19291e-07	0.0005	3.49996	0.0955213	2.50667	3	1	-4.50433	-1.75216	8.00428
5.03149e-07	0.0006	3.49996	0.096076	2.50667	3	0.999999	-4.50433	-1.75216	8.00428
5.87007e-07	0.0007	3.49996	0.0979946	2.50667	3	0.999999	-4.50433	-1.75216	8.00428
6.70866e-07	0.0008	3.49996	0.0987752	2.50667	3	0.999999	-4.50433	-1.75216	8.00428
7.54724e-07	0.0009	3.49996	0.0992923	2.50667	3	0.999999	-4.50432	-1.75216	8.00428
8.38582e-07	0.001	3.49996	0.0997589	2.50667	3	0.999998	-4.50432	-1.75216	8.00428
9.2244e-07	0.0011	3.49996	0.100393	2.50667	3	0.999998	-4.50432	-1.75216	8.00428
1.0063e-06	0.0012	3.49996	0.101131	2.50667	3	0.999997	-4.50432	-1.75216	8.00428
1.09016e-06	0.0013	3.49996	0.101894	2.50667	3	0.999997	-4.50432	-1.75216	8.00428
1.17401e-06	0.0014	3.49996	0.10265	2.50667	3	0.999996	-4.50433	-1.75216	8.00428
1.25787e-06	0.0015	3.49996	0.104581	2.50667	3	0.999995	-4.50433	-1.75217	8.00428
1.34173e-06	0.0016	3.49996	0.105417	2.50667	3	0.999995	-4.50433	-1.75217	8.00428
1.42559e-06	0.0017	3.49996	0.105958	2.50667	3	0.999994	-4.50433	-1.75217	8.00428
1.50945e-06	0.0018	3.49996	0.106457	2.50667	3	0.999993	-4.50433	-1.75217	8.00428
1.59331e-06	0.0019	3.49996	0.107449	2.50667	3	0.999992	-4.50433	-1.75217	8.00428
1.67716e-06	0.002	3.49996	0.108685	2.50667	3	0.999991	-4.50433	-1.75217	8.00428
1.76102e-06	0.0021	3.49995	0.109713	2.50667	3	0.99999	-4.50433	-1.75217	8.00428
1.84488e-06	0.0022	3.49995	0.111768	2.50667	3	0.999989	-4.50433	-1.75217	8.00428
1.92874e-06	0.0023	3.49995	0.112511	2.50667	3	0.999988	-4.50433	-1.75217	8.00428
2.0126e-06	0.0024	3.49995	0.11301	2.50667	3	0.999987	-4.50433	-1.75217	8.00428
2.09646e-06	0.0025	3.49995	0.113946	2.50667	3	0.999985	-4.50433	-1.75217	8.00428
2.18031e-06	0.0026	3.49995	0.115394	2.50667	3	0.999984	-4.50433	-1.75217	8.00428
2.26417e-06	0.0027	3.49995	0.118562	2.50667	3	0.999983	-4.50433	-1.75218	8.00428
2.34803e-06	0.0028	3.49995	0.119655	2.50667	3	0.999981	-4.50434	-1.75218	8.00428
2.43189e-06	0.0029	3.49995	0.121012	2.50667	3	0.99998	-4.50434	-1.75218	8.00428
2.51575e-06	0.003	3.49995	0.122523	2.50667	3	0.999978	-4.50434	-1.75218	8.00428
2.5996e-06	0.0031	3.49994	0.124978	2.50667	3	0.999977	-4.50434	-1.75218	8.00428
2.68346e-06	0.0032	3.49994	0.125882	2.50667	3	0.999975	-4.50434	-1.75218	8.00428
2.76732e-06	0.0033	3.49994	0.126639	2.50667	3	0.999974	-4.50434	-1.75218	8.00428
2.85118e-06	0.0034	3.49994	0.127807	2.50667	3	0.999972	-4.50434	-1.75219	8.00428
2.93504e-06	0.0035	3.49994	0.128839	2.50667	3	0.999971	-4.50434	-1.75219	8.00428
3.0189e-06	0.0036	3.49994	0.129826	2.51333	3	0.999969	-4.50434	-1.75219	8.00428
3.10275e-06	0.0037	3.49994	0.130694	2.51333	3	0.999967	-4.50435	-1.75219	8.00428
3.18661e-06	0.0038	3.49994	0.131443	2.51333	3	0.999966	-4.50435	-1.75219	8.00428
3.27047e-06	0.0039	3.49994	0.132115	2.51333	3	0.999964	-4.50435	-1.75219	8.00428
3.35433e-06	0.004	3.49994	0.132732	2.51333	3	0.999962	-4.50435	-1.75219	8.00428
3.43819e-06	0.0041	3.49993	0.133361	2.51333	3	0.999961	-4.50435	-1.75219	8.00428
3.52204e-06	0.0042	3.49993	0.134191	2.51333	3	0.999959	-4.50435	-1.7522	8.00428
3.6059e-06	0.0043	3.49993	0.135016	2.51333	3	0.999958	-4.50435	-1.7522	8.00428
3.68976e-06	0.0044	3.49993	0.135771	2.51333	3	0.999956	-4.50435	-1.7522	8.00428
3.77362e-06	0.0045	3.49993	0.136448	2.51333	3	0.999954	-4.50435	-1.7522	8.00428
3.85748e-06	0.0046	3.49993	0.137622	2.51333	3	0.999953	-4.50435	-1.7522	8.00428
3.94134e-06	0.0047	3.49993	0.138392	2.51333	3	0.999951	-4.50435	-1.7522	8.00428
4.02519e-06	0.0048	3.49993	0.139069	2.51333	3	0.99995	-4.50436	-1.7522	8.00428
4.10905e-06	0.0049	3.49993	0.139738	2.51333	3	0.999948	-4.50436	-1.7522	8.00428
4.19291e-06	0.005	3.49993	0.140409	2.51333	3	0.999946	-4.50436	-1.75221	8.00428
4.27677e-06	0.0051	3.49993	0.14108	2.51333	3	0.999945	-4.50436	-1.75221	8.00428
4.36063e-06	0.0052	3.49993	0.141738	2.51333	3	0.999943	-4.50436	-1.75221	8.00428
4.44449e-06	0.0053	3.49992	0.142398	2.51333	3	0.999942	-4.50436	-1.75221	8.00428
4.52834e-06	0.0054	3.49992	0.143071	2.51333	3	0.99994	-4.50436	-1.75221	8.00428
4.6122e-06	0.0055	3.49992	0.144086	2.51333	3	0.999939	-4.50436	-1.75221	8.00428
4.69606e-06	0.0056	3.49992	0.14495	2.51333	3	0.999937	-4.50436	-1.75221	8.00428
4.77992e-06	0.0057	3.49992	0.145695	2.51333	3	0.999936	-4.50436	-1.75221	8.00428
4.86378e-06	0.0058	3.49992	0.146375	2.51333	3	0.999934	-4.50436	-1.75221	8.00428
4.94763e-06	0.0059	3.49992	0.147058	2.51333	3	0.999933	-4.50436	-1.75221	8.00428
5.03149e-06	0.006	3.49992	0.147751	2.51333	3	0.999931	-4.50436	-1.75222	8.00428
5.11535e-06	0.0061	3.49992	0.148448	2.51333	3	0.99993	-4.50436	-1.75222	8.00428
5.19921e-06	0.0062	3.49992	0.149112	2.51333	3	0.999928	-4.50436	-1.75222	8.00428
5.28307e-06	0.0063	3.49992	0.149771	2.51333	3	0.999927	-4.50436	-1.75222	8.00428
5.36693e-06	0.0064	3.49992	0.15078	2.51333	3	0.999925	-4.50437	-1.75222	8.00428
5.45078e-06	0.0065	3.49992	0.151625	2.51333	3	0.999924	-4.50437	-1.75222	8.00428
5.53464e-06	0.0066	3.49992	0.152377	2.51333	3	0.999922	-4.50437	-1.75222	8.00428
5.6185e-06	0.0067	3.49992	0.153069	2.51333	3	0.999921	-4.50437	-1.75222	8.00428
5.70236e-06	0.0068	3.49992	0.153714	2.51333	3	0.999919	-4.50437	-1.75222	8.00428
5.78622e-06	0.0069	3.49992	0.154282	2.52	3	0.999918	-4.50437	-1.75223	8.00428
5.87007e-06	0.007	3.49991	0.154791	2.52	3	0.999916	-4.50437	-1.75223	8.00428
5.95393e-06	0.0071	3.49991	0.155315	2.52	3	0.999915	-4.50437	-1.75223	8.00428
6.03779e-06	0.0072	3.49991	0.155844	2.52	3	0.999913	-4.50437	-1.75223	8.00428
6.12165e-06	0.0073	3.49991	0.156367	2.52	3	0.999912	-4.50437	-1.75223	8.00428
6.20551e-06	0.0074	3.49991	0.157153	2.52	3	0.99991	-4.50437	-1.75223	8.00428
6.28937e-06	0.0075	3.49991	0.157854	2.52	3	0.999909	-4.50437	-1.75223	8.00428
6.37322e-06	0.0076	3.49991	0.158491	2.52	3	0.999907	-4.50437	-1.75223	8.00428
6.45708e-06	0.0077	3.49991	0.159059	2.52	3	0.999906	-4.50437	-1.75223	8.00428
6.54094e-06	0.0078	3.49991	0.159586	2.52	3	0.999904	-4.50437	-1.75224	8.00428
6.6248e-06	0.0079	3.49991	0.160113	2.52	3	0.999902	-4.50437	-1.75224	8.00428
6.70866e-06	0.008	3.49991	0.160637	2.52	3	0.999901	-4.50438	-1.75224	8.00428
6.79251e-06	0.0081	3.49991	0.161158	2.52	3	0.999899	-4.50438	-1.75224	8.00428
6.87637e-06	0.0082	3.49991	0.161677	2.52	3	0.999898	-4.50438	-1.75224	8.00428
6.96023e-06	0.0083	3.49991	0.162194	2.52	3	0.999896	-4.50438	-1.75224	8.00428
7.04409e-06	0.0084	3.49991	0.16272	2.52	3	0.999895	-4.50438	-1.75224	8.00428
7.12795e-06	0.0085	3.4999	0.16324	2.52	3	0.999893	-4.50438	-1.75224	8.00428
7.21181e-06	0.0086	3.4999	0.163969	2.52	3	0.999891	-4.50438	-1.75224	8.00428
7.29566e-06	0.0087	3.4999	0.164655	2.52	3	0.99989	-4.50438	-1.75225	8.00428
7.37952e-06	0.0088	3.4999	0.165288	2.52	3	0.999888	-4.50438	-1.75225	8.00428
7.46338e-06	0.0089	3.4999	0.165869	2.52	3	0.999886	-4.50438	-1.75225	8.00428
