0.6377	0.000534764	8.00436
0.6378	0.000534848	8.00436
0.7128	0.000597741	8.00442
0.7129	0.000597825	8.00442
0.713	0.000597909	8.00442
0.7131	0.000597993	8.00442
0.7132	0.000598077	8.00442
0.7133	0.000598161	8.00442
0.7134	0.000598244	8.00442
0.7135	0.000598328	8.00442
0.7136	0.000598412	8.00442
0.7137	0.000598496	8.00442
0.7138	0.00059858	8.00442
0.7139	0.000598664	8.00442
0.714	0.000598748	8.00442
0.7141	0.000598831	8.00442
0.7142	0.000598915	8.00442
0.7143	0.000598999	8.00442
0.7144	0.000599083	8.00442
